"Id.Proceso.CNA","Institución","Estado de acreditación","Años de acreditación","Duración del programa (trimestres)","¿Tiene inclusión o diversidad en el perfil de egreso?","¿Tiene ramos de inclusión?","Cantidad de ramos de inclusión","Carrera"
"PREG-00726-02-00","UNIVERSIDAD SEK","No acreditada",,,,,,"PEDAGOGÍA EN MATEMÁTICAS"
"PREG-00720-02-00","UNIVERSIDAD IBEROAMERICANA DE CIENCIAS Y TECNOLOGÍA UNICIT","No acreditada",,,,,,"PEDAGOGÍA EN MATEMÁTICAS Y FÍSICA"
"PREG-00059-02-00","PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE","No acreditada",,,,,,"PEDAGOGÍA EN MATEMÁTICAS Y FÍSICA"
"PREG-00689-01-00","UNIVERSIDAD DEL MAR","No acreditada",,,,,,"PEDAGOGÍA EN MATEMÁTICAS Y FÍSICA"
"PREG-00932-01-00","UNIVERSIDAD DE ANTOFAGASTA","No acreditada",,,,,,"PEDAGOGÍA EN QUÍMICA"
"PREG-00111-03-00","PONTIFICIA UNIVERSIDAD CATÓLICA DE VALPARAÍSO","No acreditada",,,,,,"PEDAGOGÍA EN RELIGIÓN Y MORAL"
"PREG-00126-02-00","UNIVERSIDAD ADVENTISTA DE CHILE","No acreditada",,,,,,"PEDAGOGÍA EN BIOLOGÍA Y CIENCIAS NATURALES"
"PREG-00496-03-00","UNIVERSIDAD DE LAS AMÉRICAS","No acreditada",,,,,,"PEDAGOGÍA EN BIOLOGÍA Y CIENCIAS NATURALES"
"PREG-00642-05-00","UNIVERSIDAD VIÑA DEL MAR","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN FÍSICA"
"PREG-00695-02-00","UNIVERSIDAD DEL PACÍFICO","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN FÍSICA"
"PREG-00681-01-00","UNIVERSIDAD DEL MAR","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN FÍSICA"
"PREG-00392-02-00","UNIVERSIDAD UCINF","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN FÍSICA"
"PREG-00995-03-00","UNIVERSIDAD SEK","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN FÍSICA"
"PREG-00819-03-00","UNIVERSIDAD DEL ALBA","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN FÍSICA"
"PREG-01161-01-00","UNIVERSIDAD LOS LEONES","No acreditada",,,,,,"PEDAGOGÍA EN HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES"
"PREG-00623-03-00","UNIVERSIDAD DE TARAPACÁ","No acreditada",,,,,,"PEDAGOGÍA EN QUÍMICA Y CIENCIAS NATURALES"
"PREG-00120-01-00","UNIVERSIDAD ACADEMIA DE HUMANISMO CRISTIANO","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN PARVULARIA Y PRIMER SUBCICLO DE EDUCACIÓN BÁSICA"
"PREG-00648-04-00","UNIVERSIDAD VIÑA DEL MAR","No acreditada",,,,,,"PEDAGOGÍA EN HISTORIA Y CIENCIAS SOCIALES"
"PREG-00687-01-00","UNIVERSIDAD DEL MAR","No acreditada",,,,,,"PEDAGOGÍA EN LENGUA CASTELLANA Y COMUNICACIÓN"
"PREG-01242-01-00","UNIVERSIDAD DE ARTE Y CIENCIAS SOCIALES ARCIS","No acreditada",,,,,,"PEDAGOGÍA EN LENGUA CASTELLANA Y COMUNICACIÓN"
"PREG-00643-04-00","UNIVERSIDAD VIÑA DEL MAR","No acreditada",,,,,,"EDUCACIÓN BÁSICA"
"PREG-00774-03-00","UNIVERSIDAD SANTO TOMÁS","No acreditada",,,,,,"EDUCACIÓN BÁSICA"
"PREG-00719-01-00","UNIVERSIDAD IBEROAMERICANA DE CIENCIAS Y TECNOLOGÍA UNICIT","No acreditada",,,,,,"PEDAGOGÍA EN BIOLOGÍA Y QUÍMICA"
"PREG-00162-01-00","UNIVERSIDAD ARTURO PRAT","No acreditada",,,,,,"PEDAGOGÍA EN BIOLOGÍA Y QUÍMICA"
"PREG-00164-03-00","UNIVERSIDAD ARTURO PRAT","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN BÁSICA INTERCULTURAL BILINGÜE"
"PREG-00725-02-00","UNIVERSIDAD SEK","No acreditada",,,,,,"PEDAGOGÍA EN LENGUAJE Y COMUNICACIÓN"
"PREG-00204-01-00","UNIVERSIDAD AUSTRAL DE CHILE","No acreditada",,,,,,"PROGRAMA ESPECIAL DE PEDAGOGÍA EN CIENCIAS DE LA NATURALEZA"
"PREG-00217-05-00","UNIVERSIDAD BERNARDO O HIGGINS","No acreditada",,,,,,"PEDAGOGÍA EN HISTORIA Y GEOGRAFÍA EN ENSEÑANZA MEDIA"
"PREG-00219-01-00","UNIVERSIDAD BOLIVARIANA","No acreditada",,,,,,"COREOGRAFÍA Y PEDAGOGÍA EN DANZA-TEATRO"
"PREG-00221-02-00","UNIVERSIDAD BOLIVARIANA","No acreditada",,,,,,"PEDAGOGÍA DE EDUCACIÓN BÁSICA MENCIÓN EDUCACIÓN DIFERENCIAL"
"PREG-00222-02-00","UNIVERSIDAD BOLIVARIANA","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN BÁSICA INICIAL MENCIÓN EDUCACIÓN DE PÁRVULOS"
"PREG-00223-02-00","UNIVERSIDAD BOLIVARIANA","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIONES EN MATEMÁTICAS, CIENCIAS, INGLÉS, RELIGIÓN CATÓLICA Y RELIGIÓN EVAGÉLICA"
"PREG-00224-02-00","UNIVERSIDAD BOLIVARIANA","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN FÍSICA MENCIÓN PSICOMOTRICIDAD"
"PREG-00226-02-00","UNIVERSIDAD BOLIVARIANA","No acreditada",,,,,,"LICENCIATURA EN LENGUA INGLESA Y PEDAGOGÍA EN INGLÉS"
"PREG-00228-01-00","UNIVERSIDAD BOLIVARIANA","No acreditada",,,,,,"PEDAGOGÍA EN HISTORIA Y CIENCIAS SOCIALES CON MENCIÓN EN PEDAGOGÍA SOCIAL"
"PREG-00240-02-00","UNIVERSIDAD CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN","No acreditada",,,,,,"PEDAGOGÍA MEDIA EN RELIGIÓN Y MORAL"
"PREG-00257-01-00","UNIVERSIDAD CATÓLICA DE TEMUCO","No acreditada",,,,,,"PEDAGOGÍA EN RELIGIÓN Y ORIENTACIÓN EDUCACIONAL, VOCACIONAL Y LABORAL"
"PREG-00259-04-00","UNIVERSIDAD CATÓLICA DE TEMUCO","No acreditada",,,,,,"PEDAGOGÍA MEDIA EN CIENCIAS NATURALES Y BIOLOGÍA"
"PREG-00304-05-00","UNIVERSIDAD CATÓLICA SILVA HENRÍQUEZ","No acreditada",,20,"Si","Si",2,"PEDAGOGÍA EN MATEMÁTICAS E INFORMÁTICA EDUCATIVA"
"PREG-00305-03-00","UNIVERSIDAD CATÓLICA SILVA HENRÍQUEZ","No acreditada",,,,,,"PEDAGOGÍA EN RELIGIÓN EN EDUCACIÓN BÁSICA Y MEDIA"
"PREG-00316-02-00","UNIVERSIDAD CENTRAL DE CHILE","No acreditada",,,,,,"PEDAGOGÍA EN BIOLOGÍA Y CIENCIAS MENCIÓN EDUCACIÓN BÁSICA"
"PREG-00688-01-00","UNIVERSIDAD DEL MAR","No acreditada",,,,,,"PEDAGOGÍA EN MATEMÁTICA"
"PREG-00335-02-00","UNIVERSIDAD DE ARTE Y CIENCIAS SOCIALES ARCIS","No acreditada",,,,,,"ARTE Y CULTURA VISUAL"
"PREG-00337-02-00","UNIVERSIDAD DE ARTE Y CIENCIAS SOCIALES ARCIS","No acreditada",,,,,,"LITERATURA Y LENGUA INGLESA"
"PREG-00338-02-00","UNIVERSIDAD DE ARTE Y CIENCIAS SOCIALES ARCIS","No acreditada",,,,,,"MÚSICA"
"PREG-00339-02-00","UNIVERSIDAD DE ARTE Y CIENCIAS SOCIALES ARCIS","No acreditada",,,,,,"PEDAGOGÍA EN DANZA"
"PREG-00340-02-00","UNIVERSIDAD DE ARTE Y CIENCIAS SOCIALES ARCIS","No acreditada",,,,,,"PEDAGOGÍA EN MATEMÁTICAS Y ESTADÍSTICA"
"PREG-00341-02-00","UNIVERSIDAD DE ARTE Y CIENCIAS SOCIALES ARCIS","No acreditada",,,,,,"PEDAGOGÍA EN TEATRO"
"PREG-00354-02-00","UNIVERSIDAD DE CHILE","No acreditada",,,,,,"EDUCACIÓN PARVULARIA Y BÁSICA INICIAL"
"PREG-00498-03-00","UNIVERSIDAD DE LAS AMÉRICAS","No acreditada",,,,,,"PEDAGOGÍA EN HISTORIA, GEOGRAFÍA Y EDUCACIÓN CÍVICA"
"PREG-00500-03-00","UNIVERSIDAD DE LAS AMÉRICAS","No acreditada",,,,,,"PEDAGOGÍA EN LENGUA CASTELLANA Y LITERATURA"
"PREG-00501-03-00","UNIVERSIDAD DE LAS AMÉRICAS","No acreditada",,,,,,"PEDAGOGÍA EN MATEMÁTICA Y ESTADÍSTICA"
"PREG-00821-01-00","UNIVERSIDAD DEL ALBA","No acreditada",,,,,,"PEDAGOGÍA BÁSICA"
"PREG-00523-02-00","UNIVERSIDAD DE MAGALLANES","No acreditada",,,,,,"PEDAGOGÍA EN BIOLOGÍA Y CIENCIAS NATURALES PARA ENSEÑANZA MEDIA"
"PREG-00541-03-00","UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACIÓN","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN TECNOLÓGICA"
"PREG-00815-01-00","UNIVERSIDAD TECNOLÓGICA METROPOLITANA","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN TECNOLÓGICA"
"PREG-00592-03-00","UNIVERSIDAD DE TALCA","No acreditada",,,,,,"INTERPRETACIÓN Y DOCENCIA MUSICAL"
"PREG-00613-01-00","UNIVERSIDAD DE TARAPACÁ","No acreditada",,,,,,"PEDAGOGÍA DE ENSEÑANZA MEDIA EN BIOLOGÍA, QUÍMICA Y CIENCIAS NATURALES"
"PREG-00633-02-00","UNIVERSIDAD DE VALPARAÍSO","No acreditada",,,,,,"PEDAGOGÍA EN MATEMÁTICA MENCIÓN EN DIDÁCTICA O INFORMÁTICA EDUCATIVA"
"PREG-00647-04-00","UNIVERSIDAD VIÑA DEL MAR","No acreditada",,,,,,"PEDAGOGÍA EN ARTES VISUALES"
"PREG-00206-02-00","UNIVERSIDAD AUTÓNOMA DE CHILE","No acreditada",,,,,,"PEDAGOGÍA EN ARTES VISUALES"
"PREG-01160-02-00","UNIVERSIDAD LOS LEONES","No acreditada",,,,,,"PEDAGOGÍA EN ARTES VISUALES"
"PREG-00649-04-00","UNIVERSIDAD VIÑA DEL MAR","No acreditada",,,,,,"PEDAGOGÍA EN LENGUAJE Y LITERATURA"
"PREG-00679-01-00","UNIVERSIDAD DEL MAR","No acreditada",,,,,,"PEDAGOGÍA EN CIENCIAS MENCIÓN BIOLOGÍA"
"PREG-01082-02-00","UNIVERSIDAD DE LOS ANDES","No acreditada",,,,,,"PEDAGOGÍA MEDIA EN HISTORIA Y CIENCIAS SOCIALES"
"PREG-00715-03-00","UNIVERSIDAD FINIS TERRAE","No acreditada",,,,,,"PEDAGOGÍA EN RELIGIÓN Y MORAL CATÓLICA"
"PREG-00718-02-00","UNIVERSIDAD GABRIELA MISTRAL","No acreditada",,,,,,"PROGRAMA DE FORMACIÓN DE PROFESORES DE ENSEÑANZA MEDIA, LEM"
"PREG-00721-02-00","UNIVERSIDAD IBEROAMERICANA DE CIENCIAS Y TECNOLOGÍA UNICIT","No acreditada",,,,,,"PEDAGOGÍA EN INGLÉS PARA LA ENSEÑANZA BÁSICA Y MEDIA"
"PREG-00737-01-00","UNIVERSIDAD MAYOR","No acreditada",,,,,,"PSICOPEDAGOGÍA Y PEDAGOGÍA EN EDUCACIÓN BÁSICA CON MENCIÓN EN PRIMER CICLO"
"PREG-00759-02-00","UNIVERSIDAD DEL ALBA","No acreditada",,,,,,"EDUCACIÓN PARVULARIA MENCIÓN INGLÉS"
"PREG-00760-03-00","UNIVERSIDAD DEL ALBA","No acreditada",,,,,,"EDUCACIÓN PARVULARIA MENCIÓN EXPRESIÓN ARTÍSTICA"
"PREG-01394-03-00","UNIVERSIDAD DE TALCA","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN MEDIA EN MATEMÁTICAS"
"PREG-00809-01-00","UNIVERSIDAD TECNOLÓGICA DE CHILE INACAP","No acreditada",,,,,,"PLAN ESPECIAL LICENCIATURA EN EDUCACIÓN"
"PREG-00812-01-00","UNIVERSIDAD TECNOLÓGICA METROPOLITANA","No acreditada",,,,,,"PROGRAMA DE FORMACIÓN DE PROFESORES DE EDUCACIÓN GENERAL BÁSICA MENCIÓN EN TECNOLOGÍA Y MEDIO AMBIENTE Y EN LENGUAJE Y COMUNICACIÓN"
"PREG-00822-02-00","UNIVERSIDAD DEL ALBA","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN GENERAL BÁSICA, MENCIÓN INGLÉS"
"PREG-00901-01-00","UNIVERSIDAD ACADEMIA DE HUMANISMO CRISTIANO","No acreditada",,,,,,"PEDAGOGÍA EN MATEMÁTICAS Y ESTADÍSTICAS"
"PREG-00884-02-00","UNIVERSIDAD CATÓLICA DEL NORTE","No acreditada",,,,,,"PROFESOR DE EDUCACIÓN GENERAL BÁSICA CON MENCIÓN NB1 Y NB2"
"PREG-00885-01-00","UNIVERSIDAD CATÓLICA DEL NORTE","No acreditada",,,,,,"PROFESOR DE EDUCACIÓN MEDIA TÉCNICO PROFESIONAL Y LICENCIADO EN EDUCACIÓN"
"PREG-00929-01-00","UNIVERSIDAD DE ANTOFAGASTA","No acreditada",,,,,,"PROFESOR DE EDUCACIÓN DIFERENCIAL, MENCIÓN LENGUAJE"
"PREG-00930-02-00","UNIVERSIDAD DE ANTOFAGASTA","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN ESPECIAL, MENCIÓN DEFICIENCIA MENTAL"
"PREG-00931-02-00","UNIVERSIDAD DE ANTOFAGASTA","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL, MENCIÓN LENGUAJE"
"PREG-00970-02-00","UNIVERSIDAD DEL BÍO-BÍO","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN BÁSICA CON ESPECIALIDAD EN LENGUAJE Y COMUNICACIÓN O EDUCACIÓN MATEMÁTICA"
"PREG-01474-01-00","UNIVERSIDAD ANDRÉS BELLO","No acreditada",,16,"No","Si",2,"PSICOPEDAGOGÍA"
"PREG-01586-01-00","UNIVERSIDAD TECNOLÓGICA DE CHILE INACAP","No acreditada",,,,,,"PSICOPEDAGOGÍA"
"PREG-01175-01-00","UNIVERSIDAD DEL ALBA","No acreditada",,,,,,"PEDAGOGÍA EN LENGUA CASTELLANA Y FILOSOFÍA"
"PREG-01186-03-00","UNIVERSIDAD CENTRAL DE CHILE","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL E INTEGRAL EN NECESIDADES EDUCATIVAS ESPECIALES, CON MENCIÓN EN INTEGRACIÓN ESCOLAR COMO SEGUNDO TÍTULO"
"PREG-01216-01-00","UNIVERSIDAD CENTRAL DE CHILE","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN GENERAL BÁSICA COMO SEGUNDO TÍTULO"
"PREG-01220-01-00","UNIVERSIDAD DE LOS LAGOS","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN MEDIA EN BIOLOGÍA Y QUÍMICA"
"PREG-01241-01-00","UNIVERSIDAD DE ARTE Y CIENCIAS SOCIALES ARCIS","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN BÁSICA, MENCIÓN EN MATEMÁTICAS Y LENGUAJE. LICENCIATURA EN EDUCACIÓN"
"PREG-02074-01-00","UNIVERSIDAD DIEGO PORTALES","No acreditada",,4,"No","No",0,"PEDAGOGÍA MEDIA EN MATEMÁTICA"
"PREG-01286-01-00","UNIVERSIDAD DEL ALBA","No acreditada",,,,,,"PEDAGOGÍA GENERAL BÁSICA MENCIÓN TRASTORNO DEL APRENDIZAJE"
"PREG-01354-02-00","UNIVERSIDAD DE LOS ANDES","No acreditada",,,,,,"PEDAGOGÍA MEDIA EN FILOSOFÍA"
"PREG-00624-01-00","UNIVERSIDAD DE TARAPACÁ","No acreditada",,,,,,"PROFESOR EDUCACIÓN FÍSICA PREBÁSICA Y BÁSICA"
"PREG-00693-02-00","UNIVERSIDAD DEL PACÍFICO","No acreditada",,,,,,"PEDAGOGÍA DE EDUCACIÓN MEDIA EN HISTORIA Y CIENCIAS SOCIALES"
"PREG-00694-02-00","UNIVERSIDAD DEL PACÍFICO","No acreditada",,,,,,"PEDAGOGÍA DE EDUCACIÓN MEDIA EN LENGUAJE Y COMUNICACIÓN"
"PREG-00733-01-00","UNIVERSIDAD MAYOR","No acreditada",,,,,,"PEDAGOGÍA EDUCACIÓN BÁSICA MENCIÓN"
"PREG-01350-01-00","UNIVERSIDAD BOLIVARIANA","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL MENCIÓN DEFICIENCIA MENTAL, TRASTORNOS DE AUDICIÓN Y LENGUAJE"
"PREG-01351-01-00","UNIVERSIDAD BOLIVARIANA","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL CON MENCIÓN EN DISCAPACIDAD INTELECTUAL Y TRASTORNOS DEL LENGUAJE"
"PREG-01352-02-00","UNIVERSIDAD BOLIVARIANA","No acreditada",,,,,,"PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN PRIMER CICLO"
"PREG-00928-03-00","UNIVERSIDAD AUSTRAL DE CHILE","No acreditada",,,,,,"PROGRAMA DE FORMACIÓN PEDAGÓGICA PARA PROFESIONALES Y/O LICENCIADOS EN CIENCIAS DE LA NATURALEZA O EN ARTES VISUALES"
